exam_type,year,subject,section,topic,question_number,question_text,option_A,option_B,option_C,option_D,correct_answer,theory_answer_guide,marks_allocated,difficulty_level,explanation
NECO,2021,Biology,Theory,Cell Biology,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,11,Moderate,Light and chlorophyll are essential factors.
NECO,2021,Biology,Theory,Cell Biology,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,14,Moderate,Light and chlorophyll are essential factors.
NECO,2021,Biology,Theory,Cell Biology,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,10,Moderate,Light and chlorophyll are essential factors.
NECO,2021,Biology,Theory,Cell Biology,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,14,Moderate,Light and chlorophyll are essential factors.
NECO,2021,Biology,Theory,Cell Biology,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,14,Moderate,Light and chlorophyll are essential factors.
NECO,2021,Biology,Practical,Genetics,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",20,Hard,Award marks for accuracy and labeling.
NECO,2021,Biology,Practical,Genetics,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",20,Hard,Award marks for accuracy and labeling.
NECO,2021,Biology,Practical,Genetics,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",17,Hard,Award marks for accuracy and labeling.
NECO,2021,Chemistry,Objective,Physical,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,2,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,3,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,4,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,5,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,6,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,7,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,8,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,9,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Objective,Physical,10,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2021,Chemistry,Theory,Inorganic,1,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2021,Chemistry,Theory,Inorganic,2,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2021,Chemistry,Theory,Inorganic,3,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,15,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2021,Chemistry,Theory,Inorganic,4,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,13,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2021,Chemistry,Theory,Inorganic,5,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,19,Hard,"Apparatus: test tube, delivery tube, gas jar."
NECO,2021,Chemistry,Practical,Acid-Base Reactions,1,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,22,Hard,Award marks for correct readings and calculations.
NECO,2021,Chemistry,Practical,Acid-Base Reactions,2,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,17,Hard,Award marks for correct readings and calculations.
NECO,2021,Chemistry,Practical,Acid-Base Reactions,3,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,23,Hard,Award marks for correct readings and calculations.
NECO,2021,Physics,Objective,Electricity,1,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Objective,Electricity,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
NECO,2021,Physics,Theory,Electricity,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),20,Easy,Current through conductor is directly proportional to voltage.
NECO,2021,Physics,Theory,Electricity,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),18,Easy,Current through conductor is directly proportional to voltage.
NECO,2021,Physics,Theory,Electricity,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),20,Easy,Current through conductor is directly proportional to voltage.
NECO,2021,Physics,Theory,Electricity,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),17,Easy,Current through conductor is directly proportional to voltage.
NECO,2021,Physics,Theory,Electricity,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),11,Easy,Current through conductor is directly proportional to voltage.
NECO,2021,Physics,Practical,Heat,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,16,Easy,Award marks for accuracy and graph plotting.
NECO,2021,Physics,Practical,Heat,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,15,Easy,Award marks for accuracy and graph plotting.
NECO,2021,Physics,Practical,Heat,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,17,Easy,Award marks for accuracy and graph plotting.
NECO,2021,Economics,Objective,Macroeconomics,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Objective,Macroeconomics,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Easy,It’s the next best alternative forgone.
NECO,2021,Economics,Theory,Development,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",11,Easy,Each must be clearly explained.
NECO,2021,Economics,Theory,Development,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",19,Easy,Each must be clearly explained.
NECO,2021,Economics,Theory,Development,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",12,Easy,Each must be clearly explained.
NECO,2021,Economics,Theory,Development,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",17,Easy,Each must be clearly explained.
NECO,2021,Economics,Theory,Development,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",14,Easy,Each must be clearly explained.
WAEC,2022,Mathematics,Objective,Trigonometry,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Objective,Trigonometry,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
WAEC,2022,Mathematics,Theory,Geometry,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,20,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2022,Mathematics,Theory,Geometry,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,11,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2022,Mathematics,Theory,Geometry,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,11,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2022,Mathematics,Theory,Geometry,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,14,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2022,Mathematics,Theory,Geometry,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,15,Hard,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2022,English,Objective,Comprehension,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Objective,Comprehension,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2022,English,Theory,Literature,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",11,Easy,Focus on moral and civic examples.
WAEC,2022,English,Theory,Literature,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",11,Easy,Focus on moral and civic examples.
WAEC,2022,English,Theory,Literature,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",16,Easy,Focus on moral and civic examples.
WAEC,2022,English,Theory,Literature,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",14,Easy,Focus on moral and civic examples.
WAEC,2022,English,Theory,Literature,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",16,Easy,Focus on moral and civic examples.
WAEC,2022,Biology,Objective,Ecology,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Objective,Ecology,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2022,Biology,Theory,Human Anatomy,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,16,Hard,Light and chlorophyll are essential factors.
WAEC,2022,Biology,Theory,Human Anatomy,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,13,Hard,Light and chlorophyll are essential factors.
WAEC,2022,Biology,Theory,Human Anatomy,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,13,Hard,Light and chlorophyll are essential factors.
WAEC,2022,Biology,Theory,Human Anatomy,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,18,Hard,Light and chlorophyll are essential factors.
WAEC,2022,Biology,Theory,Human Anatomy,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,18,Hard,Light and chlorophyll are essential factors.
WAEC,2022,Biology,Practical,Cell Biology,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",16,Hard,Award marks for accuracy and labeling.
WAEC,2022,Biology,Practical,Cell Biology,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",16,Hard,Award marks for accuracy and labeling.
WAEC,2022,Biology,Practical,Cell Biology,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",15,Hard,Award marks for accuracy and labeling.
WAEC,2022,Chemistry,Objective,Inorganic,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,2,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,3,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,4,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,5,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,6,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,7,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,8,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,9,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Objective,Inorganic,10,What is the pH of a neutral solution?,7,0,14,1,A,,1,Easy,Neutral solutions have pH 7.
WAEC,2022,Chemistry,Theory,Physical,1,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,19,Hard,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2022,Chemistry,Theory,Physical,2,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Hard,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2022,Chemistry,Theory,Physical,3,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Hard,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2022,Chemistry,Theory,Physical,4,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,11,Hard,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2022,Chemistry,Theory,Physical,5,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,20,Hard,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2022,Chemistry,Practical,Acid-Base Reactions,1,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,24,Hard,Award marks for correct readings and calculations.
WAEC,2022,Chemistry,Practical,Acid-Base Reactions,2,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,17,Hard,Award marks for correct readings and calculations.
WAEC,2022,Chemistry,Practical,Acid-Base Reactions,3,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,18,Hard,Award marks for correct readings and calculations.
WAEC,2022,Physics,Objective,Optics,1,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Objective,Optics,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Moderate,The SI unit of force is the Newton.
WAEC,2022,Physics,Theory,Optics,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),18,Moderate,Current through conductor is directly proportional to voltage.
WAEC,2022,Physics,Theory,Optics,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),12,Moderate,Current through conductor is directly proportional to voltage.
WAEC,2022,Physics,Theory,Optics,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),10,Moderate,Current through conductor is directly proportional to voltage.
WAEC,2022,Physics,Theory,Optics,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),13,Moderate,Current through conductor is directly proportional to voltage.
WAEC,2022,Physics,Theory,Optics,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),20,Moderate,Current through conductor is directly proportional to voltage.
WAEC,2022,Physics,Practical,Electricity,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,15,Moderate,Award marks for accuracy and graph plotting.
WAEC,2022,Physics,Practical,Electricity,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,25,Moderate,Award marks for accuracy and graph plotting.
WAEC,2022,Physics,Practical,Electricity,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,18,Moderate,Award marks for accuracy and graph plotting.
WAEC,2022,Economics,Objective,Demand & Supply,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Objective,Demand & Supply,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Hard,It’s the next best alternative forgone.
WAEC,2022,Economics,Theory,Macroeconomics,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",17,Hard,Each must be clearly explained.
WAEC,2022,Economics,Theory,Macroeconomics,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",12,Hard,Each must be clearly explained.
WAEC,2022,Economics,Theory,Macroeconomics,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",12,Hard,Each must be clearly explained.
WAEC,2022,Economics,Theory,Macroeconomics,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",16,Hard,Each must be clearly explained.
WAEC,2022,Economics,Theory,Macroeconomics,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",13,Hard,Each must be clearly explained.
NECO,2022,Mathematics,Objective,Trigonometry,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
NECO,2022,Mathematics,Objective,Trigonometry,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Hard,3x + 2 = 11 → x = 3
